@RELATION music_speech
@ATTRIBUTE MFCC-1_MEAN
@ATTRIBUTE MFCC-2_MEAN
@ATTRIBUTE MFCC-3_MEAN
@ATTRIBUTE MFCC-4_MEAN
@ATTRIBUTE MFCC-5_MEAN
@ATTRIBUTE MFCC-6_MEAN
@ATTRIBUTE MFCC-7_MEAN
@ATTRIBUTE MFCC-8_MEAN
@ATTRIBUTE MFCC-9_MEAN
@ATTRIBUTE MFCC-10_MEAN
@ATTRIBUTE MFCC-11_MEAN
@ATTRIBUTE MFCC-12_MEAN
@ATTRIBUTE MFCC-13_MEAN
@ATTRIBUTE MFCC-14_MEAN
@ATTRIBUTE MFCC-15_MEAN
@ATTRIBUTE MFCC-16_MEAN
@ATTRIBUTE MFCC-17_MEAN
@ATTRIBUTE MFCC-18_MEAN
@ATTRIBUTE MFCC-19_MEAN
@ATTRIBUTE MFCC-20_MEAN
@ATTRIBUTE MFCC-21_MEAN
@ATTRIBUTE MFCC-22_MEAN
@ATTRIBUTE MFCC-23_MEAN
@ATTRIBUTE MFCC-24_MEAN
@ATTRIBUTE MFCC-25_MEAN
@ATTRIBUTE MFCC-26_MEAN
@ATTRIBUTE MFCC-1_MEAN
@ATTRIBUTE MFCC-2_MEAN
@ATTRIBUTE MFCC-3_MEAN
@ATTRIBUTE MFCC-4_MEAN
@ATTRIBUTE MFCC-5_MEAN
@ATTRIBUTE MFCC-6_MEAN
@ATTRIBUTE MFCC-7_MEAN
@ATTRIBUTE MFCC-8_MEAN
@ATTRIBUTE MFCC-9_MEAN
@ATTRIBUTE MFCC-10_MEAN
@ATTRIBUTE MFCC-11_MEAN
@ATTRIBUTE MFCC-12_MEAN
@ATTRIBUTE MFCC-13_MEAN
@ATTRIBUTE MFCC-14_MEAN
@ATTRIBUTE MFCC-15_MEAN
@ATTRIBUTE MFCC-16_MEAN
@ATTRIBUTE MFCC-17_MEAN
@ATTRIBUTE MFCC-18_MEAN
@ATTRIBUTE MFCC-19_MEAN
@ATTRIBUTE MFCC-20_MEAN
@ATTRIBUTE MFCC-21_MEAN
@ATTRIBUTE MFCC-22_MEAN
@ATTRIBUTE MFCC-23_MEAN
@ATTRIBUTE MFCC-24_MEAN
@ATTRIBUTE MFCC-25_MEAN
@ATTRIBUTE MFCC-26_MEAN
@ATTRIBUTE class {music,speech}

@DATA
28.7363892433,-17.3218279732,-9.91906503659,-2.24539471651,-3.60020480953,-1.83034371831,-1.82509486355,-0.714836357646,-0.227741783295,1.25557335141,0.757139377916,0.662485109093,0.814833356312,0.105945620893,1.23454104638,0.790905492726,0.167352251077,0.457013389116,-0.260653602483,0.0632136709148,-0.83118713563,-0.443648418925,0.783142767234,-0.0656871782818,-0.585905665826,-0.126282643709,8.7884937198,2.69084062641,2.13492096956,1.79306324325,1.70166964336,1.27881990523,1.81401330838,1.23900662859,1.11274739646,0.969804185513,1.07074277916,1.17534669574,1.0196129846,1.04073828758,1.10103999499,1.13488641529,1.04324692769,0.931681912473,0.823194980273,1.02467016114,1.05685055145,0.980377326789,1.32236153135,0.679884232418,1.21828842935,0.909467987839,music
-23.1487819381,6.93324661215,-5.18209630838,-4.27952049088,-0.362340334217,-2.64835687349,-2.43937856772,-1.51173635384,-2.31591378777,-0.36312877351,-0.243608825427,0.429985420361,-0.866088651558,-0.276454415626,-0.0399698082028,0.0274728246848,0.182435200515,-0.00221970321082,0.315082771046,-0.300749443611,0.0383241086484,0.144142041294,0.308348383372,-0.177290673728,-0.196695983723,-0.0523879328209,11.9352966645,2.94183010649,3.88541650609,1.49491533197,1.77535435078,1.58200524967,1.32994577455,1.1775527333,1.1296543905,1.20705446997,1.31073515495,1.24781941353,1.21378592924,1.00744158476,1.21155111536,0.839165301128,0.876891826539,0.821125810585,0.880012229454,0.763020721147,0.718791818785,0.748734849488,0.757141658684,0.677781919551,0.675659019271,0.562368901028,music
21.5544842335,-4.68983901372,-12.737388491,-4.74919848798,-5.83930674803,-3.20905935767,-3.10311070725,-2.40336557896,-2.24759932697,-1.0850756816,-0.699046546629,0.235631802717,-0.262775925287,-0.0112741531394,-0.174945309089,0.330638928996,0.175330954967,0.468334844489,0.0836048841566,0.18716067192,0.243668333743,0.219733871575,0.0220745776651,0.121171389942,-0.141442457558,-0.119708511935,11.4913328419,4.34357051633,1.74824160163,1.37686590434,0.936001103733,0.857685177312,0.760908535967,0.809031203224,0.843148547159,0.786955485698,0.803451954314,0.912020627277,0.734827498505,0.734919801997,0.669875782185,0.706206597704,0.641062653152,0.674842542709,0.639494958671,0.659454431119,0.592826858247,0.594916396041,0.581165419837,0.459557537275,0.769621472983,0.655840614971,music
3.40873497272,-6.35497341664,1.78704290421,6.21726652382,1.76716281465,2.55423499932,0.907517685543,2.1139721643,0.0166563041762,0.3506019637,0.27326496327,-0.263923792351,-0.667564006336,-0.126845047401,-0.482491039364,-0.178981206158,-0.450877867313,0.000480437273247,-0.138517054811,-0.071483562628,-0.398736776577,-0.488604919176,-0.519192483013,-0.329186910424,-0.224283224492,-0.197536214969,19.1093963638,6.76538929459,5.3359212845,3.2397063775,2.65591702133,1.83857956892,2.17877031141,1.72539464238,1.72311811967,1.59951426249,1.81956803687,1.24499031215,1.18730630527,1.1888252011,1.01932445622,0.945544957684,1.05890130191,1.07212574204,0.956304054958,0.753220022558,0.748959482069,0.767965701744,0.688216308348,0.686231175264,0.706011852962,0.736624841519,music
25.4406081835,-10.7495215009,-2.44756608807,0.346417263168,-1.69129762319,-0.116101035819,-0.102790210183,-0.0130498045786,-0.365759225952,0.382554354716,0.176846309747,0.89380580452,0.0789368254658,0.339853236848,-0.107546156671,-0.12958944213,-0.0659313099585,0.19318272533,-0.085579708556,0.0881992568855,-0.0711009922406,-0.0777963773747,-0.0931752663696,-0.213440458881,-0.00887523418629,0.106327816327,11.3015299629,5.87884720153,5.73561475691,2.92213803323,2.32074709629,1.93214286568,1.75944311282,1.87833991468,1.486828251,1.33586177199,1.21963045379,1.32476653104,1.45306002438,1.30881239333,1.16055245502,1.10591280603,1.08398404108,1.02148343689,0.974633115594,0.942129636381,0.787054553371,0.877621193466,0.888241007508,0.744901597555,0.771407178882,0.673388379406,music
18.6617141779,-12.0249361881,-10.8941052786,-2.02654926365,-0.0182519344913,-4.98649767533,-3.49038353648,-2.06922915016,-2.50659735392,0.234326557009,0.26896256861,1.42107317414,1.70846511537,1.13150901943,1.46587274773,1.32705765908,0.793723464232,-0.245442011657,0.4732207227,-0.352295989808,-0.376639689416,0.201538249699,0.0765496650897,0.150692821089,-0.107742307651,0.0639888148332,9.52645042621,2.79845903247,3.46291964374,1.76172955559,1.35556232987,2.26267578328,1.25091679977,1.37142307873,1.3987657409,0.856740017711,0.958663610223,0.868133529786,0.913155037156,0.951006352703,0.77587805618,0.879201838291,0.7720945799,0.800000899824,0.782914403625,0.742779577422,0.821192361762,0.597025425359,0.508348598786,0.522554068366,0.579613106296,0.667256373638,music
43.6393729733,-10.6958258788,-3.8243449448,-0.0339645667606,1.26156042384,-1.63849149162,-0.814752785177,-0.373073566191,-0.287567230485,0.72616478126,-0.273057016887,-0.00803281151624,0.63521933785,0.250128207283,0.404635124785,0.282211199007,0.138691962736,0.46389835177,-0.326428351529,-0.457250043352,-0.134039461186,0.000416876910352,-0.296098342525,0.10566800597,-0.0290786705851,-0.0942097925683,15.0340118025,4.74168078948,3.45523808193,2.52111166892,1.93103435964,2.21552419064,1.7689372086,1.27944467141,1.30722725472,1.42303079309,1.21168829763,1.20829451264,1.07226046512,0.979915281562,1.01524436988,0.894149694112,0.856028495665,0.908022656902,0.801433315383,0.821016249889,0.834504754887,0.824416968866,0.776730498373,0.6094452052,0.760361903948,0.735231403255,music
-0.166298290183,-8.62178639839,-2.4085094918,-0.138159805399,-1.12572218578,-0.662499228682,-0.345977307101,0.593627018179,0.0789508432716,0.228461469229,-0.428436661804,0.0346258864449,-0.484544637859,-0.19980118639,-0.255351460124,0.62263490056,0.504917091608,-0.0887843678722,-0.368439955277,0.152500087594,-0.0179133249717,-0.15593103897,-0.048336160989,0.122109061213,-0.0200805898992,-0.0713908367541,21.0779357132,5.21336713298,3.81181707096,2.60624599592,2.0917569149,1.50054513759,1.40925135006,1.56692025072,1.40656018982,1.09229697964,0.93983562051,1.05323186633,1.09708698273,0.935997245263,1.14795828163,0.942582515419,0.820890741077,0.711820715076,0.678881799058,0.782756835065,0.660299606859,0.669857923068,0.662669424097,0.589002364286,0.682433472876,0.494403907703,music
26.1035895556,-9.69592194082,-1.3601453536,1.8059277942,0.85506640225,0.070263843414,-0.786485542451,0.871614107831,-0.311517504822,1.04143358678,0.451022657718,0.79672321165,0.916668425109,0.0634042859671,0.823600333868,0.523542292505,0.506131134304,0.115417465808,-0.191336561738,0.346636383221,-0.139184325339,0.0116122312275,-0.0337499733321,-0.0531067497845,-0.171780807148,-0.0876607544711,14.830575898,4.22235426456,3.57392478823,2.0371436211,2.23450933954,1.48924288303,1.74267578318,1.41810624486,1.25451283141,1.38172735017,1.38166393837,1.21380456172,1.15194008821,1.07703139225,1.01388021941,0.926480336613,1.0792572839,0.967000763066,1.02627396864,0.903415244309,0.833794795466,0.885240745887,0.95167904719,0.654509255624,0.703051548102,0.79369940216,music
14.4824415148,5.76032607094,-9.20101060904,-2.13358545075,-2.44078263831,-3.25941071524,-3.21442395063,-2.27587092201,-1.82780523342,-0.121971020551,-0.803449868163,-1.03172294703,-1.18858368939,-0.966392841914,-0.825239357449,0.0996541188061,-0.0919993008705,-0.231929797113,-0.568660061341,-0.589394969313,0.00649077462186,-0.304311300743,-0.466856877398,-0.0195961802728,0.098352300453,-0.0233786384482,16.671451247,2.97532169695,2.33593059971,2.08209506362,1.60336699095,1.44734129203,1.42239985365,1.36186342292,1.59086882237,1.92400532697,1.88459660699,2.04471267784,1.95484985237,1.63930696194,1.54152030133,1.78725698782,1.58461767499,0.952152238035,0.986364708221,1.00124375084,1.10242943137,1.05662087529,0.916134964269,0.866352131672,1.16857462322,0.936888210988,music
